name,checkinTime,checkoutTime,amenityFeature,address_Locality,street_Address,latitude,longitude,Otello_starRating,Otello_ratingValue,Otello_ratingCount,Otello_bestRating,Otello_worstRating
Ревиталь парк,14:00:00,12:00:00,"['Телевизор', 'Холодильник', 'Сейф', 'Звукоизоляция', 'Фен', 'Пандус', 'Вызов персонала']",Сочи,"Курортный проспект, 102а/5",43.55434,39.779554,3,4.8,24,5,1
Маяк,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Прачечная', 'Сейф']",Сортавала,"улица Ленина, 1",61.70009,30.691055,4,5.0,4,5,1
Галерея,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Завтрак', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Санкт-Петербург,"Невский проспект, 78",59.933005,30.348483,3,4.2,724,5,1
Театральная площадь,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Подъёмник', 'Вызов персонала', 'Английский']",Санкт-Петербург,"Садовая улица, 62",59.921162,30.303534,4,4.8,675,5,1
Don-Plaza,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский']",Ростов-на-Дону,"улица Большая Садовая, 115",47.226336,39.734225,4,4.4,623,5,1
Высоцкий,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Екатеринбург,"улица Малышева, 51",56.835941,60.615012,5,4.0,576,5,1
Невский берег,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Санкт-Петербург,"Невский проспект, 122",59.93076,30.364199,3,4.8,408,5,1
Wood street light ,14:00:00,12:00:00,"['Wi-Fi', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Москва,"Лесная улица, 39",55.780602,37.590121,3,4.6,388,5,1
Кристалл,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Пляж', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа']",Зеленоградск,"улица Гагарина, 19а",54.957749,20.46476,3,4.9,321,5,1
Истра holiday,17:00:00,14:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус']",Солнечногорск городской округ,"деревня Трусово, ст19",56.040204,36.865359,4,4.4,290,5,1
Nesterov Plaza,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский', 'Французский', 'Турецкий']",Уфа,"Верхнеторговая площадь, 2",54.723509,55.944172,4,4.5,221,5,1
"Арбат, 6",14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Москва,"улица Арбат, 6/2",55.751985,37.597259,4,4.4,214,5,1
PR Myasnitsky,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Телевизор', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Москва,"улица Мясницкая, 13 ст3",55.76241,37.634349,4,5.0,95,5,1
Байкал city hotel,15:00:00,12:00:00,"['Телевизор', 'Холодильник', 'Чайник', 'Фен']",Москва,"Сельскохозяйственная улица, 15 к1",55.836954,37.638446,3,5.0,13,5,1
Вертикаль,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф']",с. Эстосадок,"Автомобильный переулок, 141/1",43.686387,40.258742,3,4.1,10,5,1
Золотой Компас,14:00:00,12:00:00,"['Wi-Fi', 'Кафе, ресторан', 'Хранение багажа']",Москва,"улица Ярославская, 10 к1",55.820075,37.64792,3,3.0,9,5,1
ОхтаПарк,17:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",д. Мистолово,"улица Людмилы Кедриной, 21 к1",60.128164,30.451561,3,4.6,310,5,1
Виктория,13:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Самара,"улица Тухачевского, 165",53.194594,50.152285,3,4.1,298,5,1
Моцарт,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Краснодар,"Кубанская набережная, 188",45.029874,38.959961,4,4.7,273,5,1
Очарование моря ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Фен', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации']",Хоста м-н,"Шоссейная улица, 9/1",43.516906,39.861557,3,4.4,259,5,1
Polikoff,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Санкт-Петербург,"Караванная, 11",59.934156,30.34096,3,3.1,203,5,1
Анастасия,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",пос. Никола,"Ангарская, 8",51.89176,104.824869,4,4.2,172,5,1
Dom Boutique Hotel,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский', 'Немецкий', 'Французский', 'Итальянский']",Санкт-Петербург,"Гангутская, 4",59.944975,30.339179,5,4.8,143,5,1
Распутин,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",пгт Мостовской,"улица Шевченко, 88",44.423323,40.76069,3,4.6,119,5,1
SunLine Luxury,15:00:00,12:00:00,"['Телевизор', 'Холодильник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки']",Сочи,"улица Навагинская, 11а",43.589197,39.724798,4,3.7,6,5,1
Верхний бор,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Можно с животными', 'Тренажёрный зал', 'Кафе, ресторан', 'Телевизор', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Тюмень,"Салаирский тракт 11 километр, ст1",57.236686,65.438325,3,3.6,1089,5,1
Gamma Sirius,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Пляж', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Фен', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Английский']",пгт Сириус,"Воскресенская, 8",43.397339,39.97516,3,4.0,1035,5,1
Зеленоградск,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Пандус', 'Широкий лифт', 'Английский']",Зеленоградск,"улица Гагарина, 41в",54.954874,20.45615,4,4.9,624,5,1
Ситикомфорт,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Завтрак', 'Телевизор', 'Фен', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Английский']",Москва,"Овчинниковская набережная, 6 ст2",55.745472,37.628172,3,3.7,594,5,1
Купеческий дом,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Томск,"переулок Батенькова, 7",56.484402,84.953306,3,4.5,577,5,1
Art Отель,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'SPA', 'Сауна', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Конференц-зал', 'Английский']",Казань,"улица Островского, 33",55.787683,49.118125,4,4.4,355,5,1
Helix hotel,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Сочи,"Курортный проспект, 19/4",43.581812,39.721576,3,4.7,329,5,1
1715 Duplex Hotel,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Санкт-Петербург,"улица Миллионная, 4/1 лит Б",59.943255,30.327071,4,5.0,315,5,1
Аура,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Конференц-зал']",пос. Лесной,"улица Набережная, 2а",55.01182,20.619037,4,4.7,266,5,1
Клуб путешественников,13:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Мини-бар', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Коливинг']",Новосибирск,"проспект Дзержинского, 16/1",55.050481,82.967726,2,4.4,264,5,1
Арина Р,16:00:00,14:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Утюг', 'SPA', 'Сауна', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",д. Бугрово,"деревня Бугрово, 1а",57.041335,28.91292,3,4.6,260,5,1
Нижний,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Нижний Новгород,"Канавинская улица, 16",56.32028,43.950273,3,4.8,153,5,1
Marinamall,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Трансфер (платный)', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал']",Адлер м-н,"улица Ленина, 181а",43.455423,39.903618,4,4.7,86,5,1
Горная Кадриль Редэнс,15:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал']",пгт Красная Поляна,"улица Волоколамская, 2",43.678462,40.200103,4,4.4,81,5,1
Супер 8,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'Сейф', 'Хранение багажа', 'Банкетный зал']",с. Максимиха,"Школьная улица, 9",53.264005,108.746327,4,4.9,33,5,1
113 Верста,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Завтрак', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа']",Коломна,"улица Партизан, 69",55.090948,38.798723,3,4.2,32,5,1
IL Punto by Provence,15:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Сейф', 'Фен', 'Тапочки', 'Круглосуточная стойка регистрации', 'Сейф']",Сочи,"Курортный проспект, 70",43.570005,39.738774,3,4.1,10,5,1
Ластадие,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Тренажёрный зал', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Калининград,"улица Виктора Гюго, 1",54.708784,20.506225,4,5.0,8,5,1
Агни,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Санкт-Петербург,"Невский проспект, 90-92 лит Б",59.932232,30.352894,3,4.8,706,5,1
Альмира By Orion Hotels,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Пляж', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Хранение багажа', 'Английский']",Адлер м-н,"Бестужева, 8",43.420403,39.921895,3,4.4,568,5,1
БуддОтель Москва,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский', 'Немецкий']",Москва,"улица Расковой, 24 ст4",55.78815,37.575793,3,4.4,380,5,1
Экватор,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Коливинг', 'Банкетный зал', 'Конференц-зал', 'Подъёмник', 'Вызов персонала', 'Английский', 'Китайский']",Владивосток,"Набережная улица, 20",43.115474,131.87676,3,4.2,325,5,1
Авита,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Английский']",Москва,"Садовая-Спасская улица, 17/2",55.769809,37.646897,3,4.6,310,5,1
Гала Плаза,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Сауна', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",с. Эстосадок,"Олимпийская улица, 22",43.677385,40.282113,3,4.5,308,5,1
Астро Плаза,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Видное,"проспект Ленинского Комсомола, 41",55.544307,37.7009,4,4.5,190,5,1
Графский,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Москва,"улица Льва Толстого, 23 ст5",55.734738,37.585422,4,4.5,166,5,1
Red Wood by Provence,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Детский уголок', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа']",с. Эстосадок,"Эстонская, 75",43.684279,40.261685,3,4.6,100,5,1
Грейс Лазурь,15:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Конференц-зал']",Адлер м-н,"улица Просвещения, 104Б",43.434576,39.908515,4,4.3,94,5,1
Аквамарин,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Вызов персонала']",пгт Мостовской,"Курортная улица, 4",44.437378,40.742746,3,4.0,72,5,1
Тройка,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Сауна', 'Круглосуточная стойка регистрации']",с. Эстосадок,"Берёзовая, 55",43.683612,40.272113,3,4.1,58,5,1
Astra Giardini Relax,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Бассейн для взрослых', 'Открытый бассейн', 'Круглосуточная стойка регистрации', 'Сейф']",Сочи,"9 Мая, 40/4",43.674344,39.641109,4,5.0,1,5,1
Мечта,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Английский']",Адлер м-н,"Карла Маркса, 2а",43.420312,39.920071,2,3.7,654,5,1
Затерянный рай у Машука,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Пятигорск,"проспект Калинина, 1з ст1",44.064467,43.080549,3,4.5,363,5,1
Двор Подзноева,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Псков,"Некрасова, 3в",57.811069,28.337531,4,4.8,330,5,1
