name,checkinTime,checkoutTime,amenityFeature,address_Locality,street_Address,latitude,longitude,Otello_starRating,Otello_ratingValue,Otello_ratingCount,Otello_bestRating,Otello_worstRating
Поляна,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Утюг', 'Тапочки', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал']",с. Дивноморское,"улица Короленко, 1/1",44.50663,38.136412,3,4.5,29,5,1
Максимус на Лесной  ,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Тапочки', 'Прачечная', 'Сейф', 'Коливинг', 'Пандус', 'Широкий лифт']",Санкт-Петербург,"Большой Сампсониевский проспект, 74 к2 ст1",59.982088,30.333849,3,3.9,29,5,1
Сити,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Москва,"Братеевская улица, 16 к6",55.631801,37.768294,3,4.5,29,5,1
Клевер,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Завтрак', 'Телевизор', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Пандус']",Красногорск,"Волоколамское шоссе, 6",55.818532,37.335844,3,4.6,28,5,1
Green street,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Завтрак', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная']",д. Афонино,"Зелёная улица, 69",56.273743,44.087143,3,4.1,28,5,1
Imperial,13:00:00,12:00:00,"['Wi-Fi', 'Завтрак', 'Прачечная']",Астрахань,"Безжонова, 97е",46.305773,47.99506,3,4.9,28,5,1
Варваци,14:00:00,12:00:00,"['Парковка', 'Кондиционер в номерах', 'Завтрак', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский', 'Немецкий']",Таганрог,"Греческая, 76",47.214299,38.934246,3,4.7,28,5,1
Первый Парк Отель Архыз,15:00:00,12:00:00,"['Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Звукоизоляция', 'Фен', 'Халат', 'Тапочки']",с. Архыз,"улица Ленина, 30/8",43.51944,41.222875,5,4.4,28,5,1
Русский,17:00:00,15:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал']",д. Дракино,"деревня Дракино, 308а",54.874352,37.277136,4,4.6,28,5,1
На Валге,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Сейф', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",пос. Валга,"улица Солнечная, 1а",60.758114,46.240405,3,4.4,28,5,1
Gorky Hotel,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Халат', 'Тапочки', 'Хранение багажа']",Нижний Новгород,"Юбилейная, 22",56.291525,44.015618,3,3.8,28,5,1
Галант,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа']",Екатеринбург,"проспект Орджоникидзе, 4",56.887453,60.592128,3,4.3,27,5,1
Наш Лебедянь,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Прачечная']",Лебедянь,"Почтовая улица, 31",53.009055,39.129036,3,4.7,27,5,1
Идиллия,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал']",пгт Джубга,"Новороссийское шоссе, 1/3",44.31678,38.700507,3,4.0,27,5,1
Высокий берег,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Бассейн для взрослых', 'Открытый бассейн', 'Круглосуточная стойка регистрации', 'Прачечная', 'Банкетный зал', 'Конференц-зал']",Ростов-на-Дону,"Левобережная улица, 27",47.213149,39.748882,4,4.3,27,5,1
Country Resort Skokovo park ,16:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Бассейн', 'Можно с животными', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Халат', 'Тапочки', 'Сауна', 'Бассейн для взрослых', 'Открытый бассейн']",д. Скоково,"деревня Скоково, 133",55.757191,36.826416,4,3.1,27,5,1
Атмосфера ривьера,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа']",Сочи,"Красноармейская, 3а",43.596592,39.718539,4,4.6,27,5,1
Панорама,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Прачечная', 'Конференц-зал', 'Пандус', 'Подъёмник']",д. Макарьевская,"деревня Макарьевская, 1",57.094553,38.006881,4,5.0,27,5,1
Premiere у Мариинского театра,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Телевизор', 'Холодильник', 'Чайник', 'Фен', 'Утюг', 'Тапочки', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа']",Санкт-Петербург,"Союза Печатников, 4",59.924146,30.294365,3,4.9,27,5,1
Товарково,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Кафе, ресторан', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Банкетный зал', 'Конференц-зал', 'Английский']",пгт Товарково,"Ленина, 26",54.677373,35.944633,2,4.8,26,5,1
Атмосфера,15:00:00,12:00:00,"['Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)']",с. Широкая Балка,"улица им. Александра Тихомирова, 22",44.664596,37.686754,3,4.9,26,5,1
